blocktime,slot,signature,signer,token_in_name,token_in_amt,token_out_name,token_out_amt,action,auth_acc,obligation_acc,market
1641260959,114695099,4ppkFdRaEqoot8bNEd8sAqFNUAUEgrqUbpGDAKrnKv2zEZKTdJPTWECsVMWBARxpceYDVHG6BeWb7g8H6QnWwjC8,693vPDmx3dSAy76svkNMWhan58RugEUnMxupw6Knuz9A,SOL,10.022352005,,,WithdrawObligationCollateralAndRedeemReserveCollateral,693vPDmx3dSAy76svkNMWhan58RugEUnMxupw6Knuz9A,FJZN5V37d5w5Y1KWLLcvKtg7C9KqBA73CHynGBSMVaHF,main
1641260791,114694817,2YxcAj5nZrC2VeGRpLb4TLzj7PYR76AnVh37bMNWTHp1ypET7z6Abh2Pg7HiTCVXt2Vx29Yw8Cp8oEsJF5dEp6Ci,5kB1jGJwNMiDEbKrqr1T8Ao5RQiJwk2WsgRJe9iXZDTe,,,USDC,-41.456178,DepositReserveLiquidityAndObligationCollateral,5kB1jGJwNMiDEbKrqr1T8Ao5RQiJwk2WsgRJe9iXZDTe,57ZAjx8wTwMyFzXQJaWwLMcGLUogv6MjNgno9etUeyPB,main
1641257154,114688401,65ZyW3PXWjEj7Nh2sfRKjJqmyVFofUkNNh7jBC8rSVrxpXxyWgj1pPyvaVRN9D3HmpDiwR6RD3kgKekrZueXuqrL,E5DYYC397r3Aa4uYvq77g43dnEuZE7EeUPsDHt2iwxke,,,RAY,-762.480007,DepositReserveLiquidityAndObligationCollateral,E5DYYC397r3Aa4uYvq77g43dnEuZE7EeUPsDHt2iwxke,H8NNN56nbZjK12YQjbfxHjxM3hSZmw82HTeKmehZnDmF,main
1641255020,114684604,2MCHUZTW6ykzTUUkkE3zqDPzxtVFD9Zy4wPMLVdvX6Z84fXByh1tm4UjYQe2gs7jAQ8Q8vfsWbSeqDa2nFKH9YAV,EmrLSwkNWCNc2pDT5G2NLAkkMjK1Muorh8hWrzuuJDLq,USDC,11400.0,,,BorrowObligationLiquidity,,8MgkCmFtmmiJDzV13xJcfWSnjFBrYHa6tK8sETK3BsnN,main
1642178825,116237401,2X91HhhECTzVJNECkcMXNWvACsKErr1YNeLo36ELLS9eZHbEFzVtKpApQfiHBekiUVh2LQdkHb8Zau8dzx7hwGXq,5qPg8x61XsLmyxsoxSPBHkAnGn2gmf4Y5z73w3PTKCmG,,,SOL,-15.627932401,RepayObligationLiquidity,5qPg8x61XsLmyxsoxSPBHkAnGn2gmf4Y5z73w3PTKCmG,2hyPRKGFSaAiCi46LY1hmaMttGbEZBj7coab3Ym5DYFt,main
1641254794,114684192,2ojZdRNiA4r1tZRQ4Uut4gKbcvr3UYprEEDsMu8tBP8SRTWGokWksTeLbAGJ5csU1kY55kfJKDnhMH13TSEQjxbt,Dth542TXshVuFvb3RyEcMXorcFHQeYymhKXx5nVa8fRa,USDC,760.0,,,BorrowObligationLiquidity,,2Znu7iQ7meT75ML6jv3qWzRozzKwkzc2aQmntpMjEgbV,main
1641259116,114691818,3eQ3RHt7kZqYgAYULtWzoi8qSEi4BzCieZjbRrxZ28R8bka7xho5Lqbh9K3beidBctr7vdwRtm565L8Z5Ga6dGtE,4knbdJwPrD6rJ6U9swCQnFGKJjW1MtLnA9DFSf74wrmU,,,BTC,-6.0,DepositReserveLiquidityAndObligationCollateral,4knbdJwPrD6rJ6U9swCQnFGKJjW1MtLnA9DFSf74wrmU,Bv6wfMHMZgH5iem3gsY5cf76qGtHmETkvmpGvRH9dBWW,main
1641263311,114699302,BePkEK8L5qe7XE1iMGahYvdAd9Vd9MmYYaCuaq52nw77PLYzmSCYLjjrKkD8Xy4DPLiNdgzuxwMSpLikVnsct8C,2wzgCrDiq7v1j9DeihKRYEBpo43sEdDLmb6Mrhg5vV6H,SOL,1.000000028,,,WithdrawObligationCollateralAndRedeemReserveCollateral,2wzgCrDiq7v1j9DeihKRYEBpo43sEdDLmb6Mrhg5vV6H,H3kAdC8MbxEFa7uY44JgPaDZqzuGiMRMJhMzU8gr4fo7,main
1641257876,114689663,4vQdXrowvRu8VRjVsLdjpmMhr9Aa57x8PQ7u3JKUTY2QAWZEmjhKmmvMys2pwP8kosSoqpY3RKDgF8us4ejm7gSu,AJY8RovPfZETghiTwySVc7mRqQgNZ7QU7Datceixigjt,,,stSOL,-0.009200934000000001,RepayObligationLiquidity,AJY8RovPfZETghiTwySVc7mRqQgNZ7QU7Datceixigjt,27UcPb2Hcf61DERGStPSad3DBxpBMDSgAL1kofhoQ4Lx,main
1641263265,114699226,63mVsumpHbfTbMagGgx1aR11ZgVtzqYUHNCZp8HBEvGkvcMrGW6YG1EAj2JbH1bm77QtGxfJ4opzYJs7rv86Guuo,9DWREMQtcKKcZRzqBi4kWKp61TW9MhASCVE9biCX7tvD,,,USDC,-24.346283999999997,DepositReserveLiquidityAndObligationCollateral,9DWREMQtcKKcZRzqBi4kWKp61TW9MhASCVE9biCX7tvD,8npVdvwk9QeuwYnNCfxFnVVocc9kjzNoh53FMvaBPmux,main
1641255454,114685384,2uCbsoC51Stao1GiMyjpmnAJ4Hb7QdfBbhD46TGMpKvTHRV4pXLbyc7dV6vr3ZX2UWL5Yu89CvQg7fFYQ4vHEPob,2psD7WuSbNnXkCddAmWMyUL9nmVKqZZQNMcXnSfUnDZ9,SOL,10.000000312000001,,,WithdrawObligationCollateralAndRedeemReserveCollateral,2psD7WuSbNnXkCddAmWMyUL9nmVKqZZQNMcXnSfUnDZ9,7HkBd3ooYBBbrDAXPe3S2JMLDEbS9BwDyZkgbQVautx3,main
1641258407,114690575,4sxE6G6paVUStZgTRCSDFyfwbPy7itB9yWcFmZxRr5ov3M5NPnqfTqbzpbqmJeJipT6A9KiJjVWF5VTVn5XvMQEc,GdTucG67ZfzmoJcqzXWC8uviLMb4gZq8ivXWsx3UFrYR,SOL,8.0,,,BorrowObligationLiquidity,,FxZkvMniXrUZwLLQZLPyUB4k9CkKjstciAPbBq37a64L,main
1641258407,114690575,5iZqypm8Bb4HSFXBnUqF3Dvop8gzMRjSndx4khatob9ERaGkbE9C5JLW5nyMPdFwTf9YCjKMf2CSnUwfiJwA85Kz,3MD3uRj7s5vcDCTyn52YqNShWSANZDbBiNdcqAd4YDT4,,,SLND,-6.0,DepositReserveLiquidityAndObligationCollateral,3MD3uRj7s5vcDCTyn52YqNShWSANZDbBiNdcqAd4YDT4,3gfYeQboj84EzwHWatgAjGjRpeun7LBC39rVJEGcH8Tj,main
1642154830,116198159,4pMeuz7VBA8SmX5PPjYuHkXKXo3b1T9th4vnueGQecKRHX8xcXBzvUhmPWaAqLdWH27pPxvnqNh9vEYH6uiTWyNR,HRx2sZEZDHdQnEw6mCs7F773ewLi562Hs3Rz27AdqVgs,,,SOL,-45.220000000000006,DepositReserveLiquidityAndObligationCollateral,HRx2sZEZDHdQnEw6mCs7F773ewLi562Hs3Rz27AdqVgs,aTk2NyVL9znjGrPcF9CzEwwJdoDVUZK79seRsgmEnG6,main
1641258211,114690227,5xqUP7qYyyhFftJ4riTSGA6FWeSjZQ6kZpVwrzA3C36C8b3pCRv1Q6ngDKLPTmmsovZKg5b3ioY352UERuEgGfyJ,4EompAVKs1FJ2ATbwSjLej4ie3XpmGHK5crBQtES2bQx,USDC,1000.0,,,BorrowObligationLiquidity,,5eEbB5j3KLPQH9en28gX1p83i9YVfcdoWTAsznNfvkh5,main
1641258443,114690637,5u3nayQQb4YtetwZYRtEdGSBex4gebY9QyQH77JGkg4udoqVpfdX9DdnPx6wBeFUjiRn92bbhr58BGKtbNTJF8ZA,5cpqxcrD2hPhg4ZcxfiRY7JsPj3q4a2pYXcPZNvZdcwP,SOL,0.040191609,,,WithdrawObligationCollateralAndRedeemReserveCollateral,5cpqxcrD2hPhg4ZcxfiRY7JsPj3q4a2pYXcPZNvZdcwP,7mNu4cVbnMsaAuphnakCsZRtXzjv25tyo2gVSakbk3jV,main
1641258034,114689922,2coNtkBgL6gQCt6g4GNkwUNzNeT7KdJg5Z1u43Zo7jM71bfBQB6u1grLP1Wdok3ParmaxMjNArbHj1Qpwayxc5ru,DrrB1p8sxhwBZ3cXE8u5t2GxqEcTNuwAm7RcrQ8Yqjod,SOL,0.012290249000000001,,,WithdrawObligationCollateralAndRedeemReserveCollateral,6Vzo2WhnvfLRQtu14QnzkJZCctJZQDkQbAExKJzGwn2e,76Bwv2ZTw7bHoe3p3FW3qsSqKC3MYYJ79YCrYeoPJDjo,main
1641255073,114684705,4iuxbmbqwKBNFKbZLDU8PkYvyeer1Zz8HbH4SBGA9r2AjbBkhLqvWsZwMYGu8ybzGLfZuu6RgQre8FcE89sXGKoa,4jiiQP5qJm7tvJwKJgLDn5QgMCdGZ6tCy4uDekgLpkt7,,,ETH,-2.73433703,RepayObligationLiquidity,4jiiQP5qJm7tvJwKJgLDn5QgMCdGZ6tCy4uDekgLpkt7,FuV3ga4E1c42JC7kUUuRP7XnyNWdTpi2aHYknUuaMj9Z,main
1641254480,114683637,3JwUg6fRW4vVYqHDB6GpCX4eUgJMPudv2MxLN1ZHXV8sjiEt1hpSCpG5LrMLrgGF4qpQ7xtAMJofwRKtFbX6b1rA,5Ga9WuswxW7gqqSGgBoZwLyfTq1Ue9veTV5RG4n1nRtQ,SOL,950.0000385550001,,,WithdrawObligationCollateralAndRedeemReserveCollateral,5Ga9WuswxW7gqqSGgBoZwLyfTq1Ue9veTV5RG4n1nRtQ,9DQ9dbGAjFS1xdkZdRk2jK5YyoD75Yy5bmM4Riyi1FdB,main
1641264523,114701485,6vbYSegckVeoJ97HCQZWMXqNsf3NDSzpg5j8k9bLJ1C7zjXvfXzuCrFEgmwqzpUWb8tjohMyqdqCex1WtYTMQLX,GvTDAxhqQ5gCQKRSpGq7fvaih132DCzmRbz7VyXsbnuE,,,scnSOL,-38.278305302,DepositReserveLiquidityAndObligationCollateral,GvTDAxhqQ5gCQKRSpGq7fvaih132DCzmRbz7VyXsbnuE,8tzuhFdVG6tCAqVXRhZ1s4BnazUghu5Wj19XGJYiFCn9,main
1642189243,116254542,3ZjgDgtHhh5XnM3oUrvqfsAjGNs4G9VQfZCNSrfawi52aPkbd4EXYpbsTvQRAa8b3DUCaTjLH4CbkFCoMGwNSTHF,Jz283ybwar66sdevyz2BnRWzfjyAtauRSthHsMLqKtA,USDC,30000.001052,,,WithdrawObligationCollateralAndRedeemReserveCollateral,Jz283ybwar66sdevyz2BnRWzfjyAtauRSthHsMLqKtA,4sS5RZGGxanFy57wZyyv4YEMJBW7HLEXUeRD2wQBzQkP,main
1642132033,116158877,2yqN5PbuXDH8TJzoAr4rJJzPGrz7MGBu2WxizBTXQt7bi5qJQFH4RnKz27VpFNyKeCMXkb54XX93VuTeySDpbhVP,CyhCA82iBPKNS2DQ9eu7C3jTdNjBf748ggrTDH1TvEts,,,USDC,-13000.0,RepayObligationLiquidity,CyhCA82iBPKNS2DQ9eu7C3jTdNjBf748ggrTDH1TvEts,43ZWCHq7Nx2Ngk7zKDA5H1KE3ipBTX9FA2z2MeSwSvMU,main
1642141380,116175135,3kjiZGDz6SSTWB5NoV4gUi7minuNZf7vcrXWuGYRFCUysKAaPd8VBuuBK5jEUsMWDjk8NZs5sDcAeZk5rL7EbRoQ,F4q2bm6k4AW2rgQMBfvoNnfn1xFkoD98We6uJd6tV7tq,RAY,0.001504,cRAY,-0.0013269999999999998,RedeemReserveCollateral,F4q2bm6k4AW2rgQMBfvoNnfn1xFkoD98We6uJd6tV7tq,,main
1642139059,116171245,4pWipiyvTpqhwJ64dois3PbiQCL58SES4G38tgpAtYFjq3YqFUzHnyaBBZF2wDYKUwg79g5e8qimsvDetNc8wSgn,Fu8tW3KVR7qvCpCmKKZu36fsCMf3haZ1aqWZLCSHqTzo,,,mSOL,-0.009878436,RepayObligationLiquidity,Fu8tW3KVR7qvCpCmKKZu36fsCMf3haZ1aqWZLCSHqTzo,DCdD6c9J3cVpBwLweU5ZcJaxo2ZVYMuVoVFMPmTafp6R,main
1642153125,116195162,5BPJL3DS5sTE8PdFhBktgMt8RSuLPxh1e6iDk5iQpdZLGT34DCn6jwC44Ea76uGmhNczqhEBg1NPtFK9shHQQoxB,zGgyvZqA4zYCpX1DM46X7wX5AqmjiVZFnrpJCUGdSsC,,,USDC,-11.576735,DepositReserveLiquidityAndObligationCollateral,zGgyvZqA4zYCpX1DM46X7wX5AqmjiVZFnrpJCUGdSsC,6ABtiiJ9hGgCh8ciqq5jiBT3XjioZjRwrypgaNmALfEf,main
1642119631,116136746,4g4tNTRa7ji1woQZTkJApaWcgX8VSg3KE3UThTfzY7oqJFEgfYodLX2fFtC5HEXu8whA5pu6FRderyzWaRmvq9YF,GKAco8pD4qyBMosTochuueT4WPnHrZKRNjwxEuJjU96a,,,USDC,-130.731664,RepayObligationLiquidity,GKAco8pD4qyBMosTochuueT4WPnHrZKRNjwxEuJjU96a,5ZhhRBcngt8oMrvU4QekXUiudzLmeCRZF9buPJDdY9zF,main
1642142520,116176986,4bGQKrQh9NhqKoUDA2pYKLkndytz1yJs9zRFgVL7qBnPf8VvTTwjz4W7tcas8My65BaaTHcmsSCUDQ5q5dUFwgVB,JBXbypS6S8k1fAhwPssXa1SDtUq8KSBCjVhbDZqxsemB,,,SLND,-0.505612,RepayObligationLiquidity,JBXbypS6S8k1fAhwPssXa1SDtUq8KSBCjVhbDZqxsemB,5FxAbqkxsgvZcSr4HrQVa51LisdVNGFU5qCGbyR1hTHq,main
1642139868,116172595,3oNzs9R99KXdPN1NZps7SJTbR39NdnsfTYR5zBuAH1ezpTcEzmGcj2qwMQPJ2apbALQUhQvEyHcnNDjuRovGZ9LJ,2KNuy5aBQB58YeLRtj3pJWyXHztaf2jqHWnowThanHmZ,USDC,28.913905999999997,,,BorrowObligationLiquidity,,B9vrtKpVSjwjKbyvpe6Uhe2xBLEivn6SgHgFERdEd3b7,main
1642142374,116176752,2fWhx3VNYnzDnHTMtTsczVGbibpM8Fqo93gzYwFG8wyY6pRk9SFG7FWfm9ommZkYVSqUQK4iAvapyrYxVqhZzNd6,JBXbypS6S8k1fAhwPssXa1SDtUq8KSBCjVhbDZqxsemB,,,SOL,-0.27064903500000004,RepayObligationLiquidity,JBXbypS6S8k1fAhwPssXa1SDtUq8KSBCjVhbDZqxsemB,5FxAbqkxsgvZcSr4HrQVa51LisdVNGFU5qCGbyR1hTHq,main
1642185885,116248945,3kq3am6qXu7ckEvZ85fHyRTGQCACCPArZrPvCTKDSf9KavsGVc2uN8XhwYDBRPb2MPe4YMLXR2Ys7Q65ePuoWzcp,Exqx3rur1m6uf7n5HY6Kai46Z7b5YZjXfgpzhj77sfa3,mSOL,100.00000000200001,,,WithdrawObligationCollateralAndRedeemReserveCollateral,Exqx3rur1m6uf7n5HY6Kai46Z7b5YZjXfgpzhj77sfa3,EmJa6ngSgzvGsy28DvzLPZFfZRwaK9EbRqrjgMWutwdu,main
1642166907,116218161,RqqXyuL9BZXDrNz1UCoHpWomcaZ3VhNKNWvU5VpxXW8XFBpDgR8a4VtZEYQCJp838EWtayf8p8w4CKTe4tM6mjf,zod27enmhXPy2wC8rzGCNPGcpn3UVYUmzfiLaCSokHZ,,,SOL,-19.5,RepayObligationLiquidity,zod27enmhXPy2wC8rzGCNPGcpn3UVYUmzfiLaCSokHZ,BcFmH5pjuR26muHCy4F5niXF7qRYCmBR8ojrfG2D9VQS,main
1642162201,116210387,HC8Zqasziih42zQJGobgVLwJxnsm4SbzwZRVWpNDzti3mHE9DJLDXqGjNtmcWDVhfUmUNZMnahKnWNME1ixAaBg,47KQnibM8uhH6ZX2KPC9YREUJVe3g8tycXLE6u4HhVT4,,,USDC,-907.8084819999999,RepayObligationLiquidity,47KQnibM8uhH6ZX2KPC9YREUJVe3g8tycXLE6u4HhVT4,2TQdYxvb5pHC38qTjeAkeuUMXqDToRucqM1HdbQ1xHwd,main
1642180041,116239251,2K8u46vzyfLPweeTADLk68jmGJKXRLAvAYXnojjxwBgTYWRViGNGTQkM54gFBproYAgyutX48JMU5WgMTW61DXVu,Fu8tW3KVR7qvCpCmKKZu36fsCMf3haZ1aqWZLCSHqTzo,mSOL,10.0,,,WithdrawObligationCollateralAndRedeemReserveCollateral,Fu8tW3KVR7qvCpCmKKZu36fsCMf3haZ1aqWZLCSHqTzo,DCdD6c9J3cVpBwLweU5ZcJaxo2ZVYMuVoVFMPmTafp6R,main
1642142923,116177666,4dFvPgx497zZuzGuks7gznaPWFFwWUPtbVwpnAvvDrf6UdSXXbGzhHaupAH7xo3W86Ko52XWGcf5tqA2od44Hvqi,2odtZSnr9seBst7jM82SXSJrm846eXKp3HygCb2iFUjW,,,stSOL,-30.691011406,DepositReserveLiquidityAndObligationCollateral,2odtZSnr9seBst7jM82SXSJrm846eXKp3HygCb2iFUjW,8ZtGtKkRrAnvGaZ1kFseEv24vYPdsMRdytwMcePutCHi,main
1642193304,116261193,4aqzBx2zPw81Lzv5ZhVDPstycKyLxsDS4NVj7v5B861LRr1zz4QfrBwXkemoKk1P5Guz35ArEh9yGGKpJSeUHB7m,HtjikMgUuKHeKdvyqURKEMPj337aMpqsE3PJVWHG6skw,soFTT,850.0,,,WithdrawObligationCollateralAndRedeemReserveCollateral,HtjikMgUuKHeKdvyqURKEMPj337aMpqsE3PJVWHG6skw,FEUshpEKef5LpC7hqwDKEQRSfjJqv9yRyWfcYZwX5jUm,main
1642193304,116261193,4zJKL2YYavRrANXAzqTLXX7dm6Ew6KcL2fNR9kKL4KY1ceyWHFHkFm5tapvscFvom2nCC4LdD7gUDmUj6WA6qd8w,3ZNJ9NsPGtBFd4MSLwrw1jnWz7rkMHUtGir5PC65jPNs,USDC,1000.000066,,,WithdrawObligationCollateralAndRedeemReserveCollateral,3ZNJ9NsPGtBFd4MSLwrw1jnWz7rkMHUtGir5PC65jPNs,5sWPYjVBMeLFHeSfDzqmSi8bzYZVx6GEqCha8nJvHnji,main
1642149091,116188029,ziC5cZ2bS61xT2RaQQo97ZkwYzfGU9nWKjEdQHLALfFWCjdtzAttW2EHzMhcL1g5ENrU9kZnYAYaDnd4nhjHR8o,BrEhFKAN7b28sjuTwykag3osBRp1iYbWFaxkragrk7WS,RAY,8055.0,,,BorrowObligationLiquidity,,5FQmLHJAbFcySeqbee2A7GiTMoMQyYT9FU7oNC8VPHsL,main
1642198952,116270306,AwZEZYARm4LL7hHA7zq3GWBkf6J4HBejQVdPdvWqtJ6nR45QdqiZAbBrY2GgBauWnRUyPqRm6w1QVXwcacrwETq,ARHAQyTfHFt6FmkqEAHjf6PBwpSvxFVDGoSDk7J5QbFu,SOL,146.0,,,BorrowObligationLiquidity,,2Hzne7LeUxoLf6mB9jcKyY8URL1hjZh7kvnqKdDFLfrf,main
1642171010,116225029,2ULe5qRyx1DM21y1s4LfenWUfipJ13CZbkpXUVjbfyFZBxD3qjaBrACC2WWSzwFxr34jit5vupzihGaDX98ui2Da,85Bg2J2d3cSKukBiFabdKyjdZCEvD9XnDFKaF5E8LvCg,USDC,38376.132134,,,WithdrawObligationCollateralAndRedeemReserveCollateral,85Bg2J2d3cSKukBiFabdKyjdZCEvD9XnDFKaF5E8LvCg,APUxLLRvBBXYsBzEEFTpt1KEPKr8XkKJ3o7DUYHFgf26,main
1642176812,116234102,5KFKARNMS2hej5JS28Kd4nFBzUXhDE6Er5K1YRXaRUaHe3MZFt2xVGWxSTq4gmdGjbTygdjZzmsjnWZuxBefsGML,47iaTpw5hFjyd3J7Vx5Zim2ohkHsHG9jTh3rvCSpmPLJ,,,mSOL,-1037.226908265,DepositReserveLiquidityAndObligationCollateral,47iaTpw5hFjyd3J7Vx5Zim2ohkHsHG9jTh3rvCSpmPLJ,HcAN6d1WiR3rYNHL7hH9U8m9A7sQm5foCB8Vt6UtvJuB,main
1642160730,116208010,ptmvGLfmhzJUfWFSE32EBCfrnwq8ce3KX2TAjRd8ZUafEtiQmFYE4v9tVKfLDz3ADabFZhPDSQ9C15J4G5QA6fd,9qkjATymo2BZdVrb4T4KgSFqPwfXD3LnXvPzfV3uEFPS,soFTT,9.800006,,,WithdrawObligationCollateralAndRedeemReserveCollateral,9qkjATymo2BZdVrb4T4KgSFqPwfXD3LnXvPzfV3uEFPS,Ahr22scZ6ZEvqRX9nnpQvkubcgVCq1oKSAeRh5NZYadB,main
1642170440,116224083,2PoyDPoEZMYM6deJafZ5ehtuUQr3c8WeyZyXNv2knX8gNQTrFrLGF91WchgqJ5BnbbdXaVRU1UjXe7XCN8qWTpFV,EAs2nCNt34RB5PVsLVtoLioWiHRJUDvDNXp4rCjgwNrJ,,,USDT,-2682.572945,DepositReserveLiquidityAndObligationCollateral,EAs2nCNt34RB5PVsLVtoLioWiHRJUDvDNXp4rCjgwNrJ,6At5JNTkt7NCwjPzLvsedZZba3hYRJcko2DmQe3RraMC,main
1642131566,116158001,4ShCS5YytkV3AqAMTL2pQ4svMBiayGZMnGUcFiW4YUYCvfKkxExc5Vosrf9MnbtjQ1RdWq1SJdNpyyCU4SELAZmK,CAmTa1exXNcmnviY3URKUzqdmmr9tnugdrj7XdsBDyJW,,,USDT,-977.9018319999999,DepositReserveLiquidityAndObligationCollateral,CAmTa1exXNcmnviY3URKUzqdmmr9tnugdrj7XdsBDyJW,4B7oVAw4CpAPnhP7ZHd9f5z1dTyUDQkuWesvJQY9Q3ir,main
1642179620,116238695,RD5REQ4CKLq2aM2hEgwnunk4re9sjMBKavzLm8rfasWxdDgG4KLduCDDek41vBKWkawCNrEGo85Wbz8LmVhga4U,BVGwNQgF2Dty3utZBYLuNP36ygXrEnsa61X3KnSAm9cs,,,,,InitObligation,,ChUmiqiNv5bJpRJty3AHbao6aqpqpiDfJb5S42pUkL5x,main
1642179620,116238695,RD5REQ4CKLq2aM2hEgwnunk4re9sjMBKavzLm8rfasWxdDgG4KLduCDDek41vBKWkawCNrEGo85Wbz8LmVhga4U,BVGwNQgF2Dty3utZBYLuNP36ygXrEnsa61X3KnSAm9cs,,,mSOL,-1.9472238620000002,DepositReserveLiquidityAndObligationCollateral,BVGwNQgF2Dty3utZBYLuNP36ygXrEnsa61X3KnSAm9cs,ChUmiqiNv5bJpRJty3AHbao6aqpqpiDfJb5S42pUkL5x,main
1642169726,116222876,4LGXrd58n2UZjp6bBMXmJirZn5Y6DBZo46Gne1r6LBws26iQMGtVbYjTdRCoL9ix7g95YXxhkNj1QfTZptve9jEy,DE9g7jv86CGov8SpCg7qLikVWQDFCUJGEqifregHHDR1,,,stSOL,-292.077132797,DepositReserveLiquidityAndObligationCollateral,DE9g7jv86CGov8SpCg7qLikVWQDFCUJGEqifregHHDR1,FMeKfHyFVUS4FCEhch2K2tNQ74LfyLses78d7jHbUUt4,main
1642172247,116226978,29STbgYJvXiX7kxGuqBHH3UJBXgXUJPa52FFmyFkz8FdQ8zU3sq8wss51JErszRFMuZJ1qJ7H8XKNMaepyZceGZo,oQk1YqwQ9A3JE5Ypu9QacQb33sGa35oP4njMPvBESEJ,,,SBR,-5892.765359999999,DepositReserveLiquidityAndObligationCollateral,oQk1YqwQ9A3JE5Ypu9QacQb33sGa35oP4njMPvBESEJ,7WmreNQhyMe2VnjAxNZ7AyQRzo1QY8DDBmzz5PLWV3Du,main
1642172456,116227293,57RvMZwRqMj7mNdEi4s6AHXufnndqXaGgWZoDyQPGX4vgRBsovTogDxANAcqViu7YfPpPcPDWYzimZvhgfXZRakd,GwZw4pj47xEceTaRQNKxiP3npo3mGiznZnkEbD6is7v4,RAY,23.000004999999998,,,WithdrawObligationCollateralAndRedeemReserveCollateral,GwZw4pj47xEceTaRQNKxiP3npo3mGiznZnkEbD6is7v4,2R3Gg6BW4XSawBfMnFrhA7Syqfch7wkYSjpLnKEY3GSV,main
1642178552,116236935,4k6uG4PFNmCFBpvxRhqvUzdHqe79oZ9NNHzyMUTRFgk3YqF3xhNbWNvzcFumZnvfyTiySmzJGzkQ4dsou843mQUL,5qPg8x61XsLmyxsoxSPBHkAnGn2gmf4Y5z73w3PTKCmG,mSOL,11.478630329000001,,,WithdrawObligationCollateralAndRedeemReserveCollateral,5qPg8x61XsLmyxsoxSPBHkAnGn2gmf4Y5z73w3PTKCmG,2hyPRKGFSaAiCi46LY1hmaMttGbEZBj7coab3Ym5DYFt,main
1642171747,116226214,3JzG3WmNZTZvyHReV6crksGgrEkkbEBPDR2tzgDsAMyynWUMoT4qqjpTQ38ZnWVzhBN4qA1MeGgVnh8Lwi5EEQYq,4ropAHu3MeiLPEq3Ua7tHAKeXrRxtg18Ux6F9Ls9knct,USDC,1.3547909999999999,,,WithdrawObligationCollateralAndRedeemReserveCollateral,4ropAHu3MeiLPEq3Ua7tHAKeXrRxtg18Ux6F9Ls9knct,9a8ZnBRc5ecBnN9c6izdZgysv7JZaLmzce7w9C7tX6jk,main
1642167148,116218551,3CyqQw5sAgwmdyn8k1fNujQx2UA2KsLYXS4TVhVyb3kGNbfvNpjAPHqTN4P2qZob6F9nrF18hbQRjkC2eWoCEEE6,3V1HmecLr55cdDLEXzhN8tfz7qCq7UdD2KwjB4VT4duQ,,,USDC,-9252.85871,DepositReserveLiquidityAndObligationCollateral,3V1HmecLr55cdDLEXzhN8tfz7qCq7UdD2KwjB4VT4duQ,7LFTX8Gihi6U2bDXHHg5qeZJBvscWHmjc2w2i2wxbiQb,main
1642170298,116223834,2Y3i5vVThtfLq2QUrM6jteoCumz6fesrnw9pxn8h8ZtDf3nKCUZjHLt7mhPDiVetzdekpjC1Kq2YBmQWVcKcMEyq,G8jP4RrLxGDThhtbbC9JBRVrJZbFGiS715fZhAXt1Unk,,,,,InitObligation,,DZ5HLWGEDT1YegsR5SkZcW6R4rbouUZdzewoUHaudoUC,main
1642170298,116223834,2Y3i5vVThtfLq2QUrM6jteoCumz6fesrnw9pxn8h8ZtDf3nKCUZjHLt7mhPDiVetzdekpjC1Kq2YBmQWVcKcMEyq,G8jP4RrLxGDThhtbbC9JBRVrJZbFGiS715fZhAXt1Unk,,,SOL,-5.98,DepositReserveLiquidityAndObligationCollateral,G8jP4RrLxGDThhtbbC9JBRVrJZbFGiS715fZhAXt1Unk,DZ5HLWGEDT1YegsR5SkZcW6R4rbouUZdzewoUHaudoUC,main
1642202517,116276184,46GGfSFb3Mp6Gnc11geGhMjCrzjmPz9XaHSiqCDwd5zM9FQVnQJm1orFVkk1u7Nu6vvWYTUDhvi8A2EoxhzPLQZJ,CwtN43C1BA1GeHCVy3bQmSddHwFui3QNLE9CWgXbZWuZ,USDC,18115.07616,,,WithdrawObligationCollateralAndRedeemReserveCollateral,CwtN43C1BA1GeHCVy3bQmSddHwFui3QNLE9CWgXbZWuZ,7HDu53V5wJ22NRu2jse82Ces7Jo6hUVZCHrAPnwE2MBA,main
1642191247,116257653,4z8mmMQcbkkqX45tw5r1Wjf5tZoLGoraftS3kAe5Bt5s3Lb3Mr84K1oYc9A74SnkbvvBzRtMwhCbEXEbBne1gXwZ,EeX1uJHWApM121y9mDQhSwTxxsoJtEWjLRj6qu9aGozo,,,ETH,-0.00220284,DepositReserveLiquidityAndObligationCollateral,EeX1uJHWApM121y9mDQhSwTxxsoJtEWjLRj6qu9aGozo,8mgUNx9vVQD7WYu2e9Ukj2iRLa1KF3uryLdYppRNev2u,main
1642191247,116257653,5PkdyhpZNM3Vf4RXjk8TEyTSmyNKfsYxwAoNUdjLFwdqM86Hq1Y84PAAKijLRGXWywQWNnZfhA4y8UtrRUYGZm4M,Fvu4kL64RxeKYexeHJL5ndyngRu1o4kNQtNy8GFe1Lt4,,,,,InitObligation,,AjekpzevHwnQ4yD5C2KDFvYtnD4fgeSYYG8JvjwcgL27,main
